batch_size,seq_len,status,total_ms,linear_total_ms,linear_pct,attention_pct,other_pct,attn_linear_ms_mean,attn_linear_ms_std,attention_ms_mean,attention_ms_std,mlp_linear_ms_mean,mlp_linear_ms_std,other_ms_mean,other_ms_std,estimated_mem_gb,time_sec,transferable_gb,transferable_mb,transferable_tokens_kv,bandwidth_gbps,timestamp
1,512,OK,0.90441152125597,0.5213408002257347,57.64420155790816,17.02432103693478,25.331477405157063,0.2069683197140693,0.0328918620944023,0.1539699208736419,0.0158622432500123,0.3143724805116653,0.0268916208297014,0.2291008001565933,0.0241695940494537,,0.0009044115212559701,0.011798093858701807,12.08124811131065,96.6499848904852,13.045050379629854,20260127_161939
2,512,OK,0.9019411225616932,0.5310700817406178,58.8807925989972,16.35228690715367,24.766920493849124,0.2132435204088688,0.0193819534033536,0.1474880000948906,0.0164653211832046,0.3178265613317489,0.0296963118016719,0.2233830407261848,0.0394905097782611,,0.0009019411225616932,0.011765867383277192,12.048248200475845,96.38598560380676,13.045050379629854,20260127_161939
4,512,OK,0.8688294410705566,0.5246252815425396,60.38300001621784,13.993043304133536,25.623956679648625,0.2125926403701305,0.0193535480648279,0.1215756799280643,0.0177429020404815,0.312032641172409,0.0061019249260425,0.2226284795999527,0.0201484020799398,,0.0008688294410705566,0.011333923830071058,11.605938001992763,92.8475040159421,13.045050379629854,20260127_161939
8,512,OK,0.8069043203815818,0.4919577600434422,60.96853711364408,14.022420852124132,25.009042034231783,0.1774585594609379,0.0197099260985851,0.1131475196778774,0.0021302173845469,0.3144992005825042,0.006745976395905,0.2017990406602621,0.0584596693515777,,0.0008069043203815817,0.010526107510918722,10.778734091180771,86.22987272944617,13.045050379629854,20260127_161939
16,512,OK,0.7794611189886926,0.4522156782075763,58.01645100583092,22.50055023071905,19.48299876345005,0.1684134406968951,0.0126378210261464,0.1753830406069755,0.0005048490711487,0.2838022375106812,0.0010784077458083,0.1518624001741409,0.0098311156034469,,0.0007794611189886927,0.010168109566170156,10.41214419575824,83.29715356606592,13.045050379629854,20260127_161939
32,512,OK,0.8451123186945915,0.4299046383053064,50.86952690139005,31.590896758250462,17.539576340359492,0.1689049599319696,0.0159769561141729,0.266978560090065,0.0217721350491046,0.2609996783733368,0.0057290573604404,0.14822912029922,0.0139177404344081,,0.0008451123186945915,0.011024532773816747,11.289121560388349,90.31297248310679,13.045050379629854,20260127_161939
64,512,OK,1.0868153624236585,0.4437177603691816,40.82733606007064,45.16158477057918,14.011079169350186,0.1720806401222944,0.0233836583793163,0.4908230412006378,0.0296891927719116,0.2716371202468872,0.0094194645062088,0.1522745608538389,0.0186204109340906,,0.0010868153624236584,0.014177561156172304,14.51782262392044,116.14258099136352,13.045050379629854,20260127_161939
1,1024,OK,0.9236851191520692,0.5360236795246601,58.03099653881215,17.035970022880935,24.933033438306907,0.2137689597904682,0.0343327298760414,0.1573587200045585,0.0313787460327148,0.3222547197341919,0.0259076207876205,0.2303027196228504,0.0246843360364437,,0.0009236851191520692,0.012049518914253148,12.338707368195223,98.70965894556178,13.045050379629854,20260127_161939
2,1024,OK,0.8012895999103785,0.4785574408620596,59.72340598400187,15.019228944242547,25.25736507175558,0.1918560006469488,0.012227963656187,0.1203475195169448,0.0117994071915745,0.2867014402151108,0.0035688080824911,0.2023846395313739,0.0162976384162902,,0.0008012895999103785,0.010452863199504336,10.70373191629244,85.62985533033952,13.045050379629854,20260127_161939
4,1024,OK,0.8009631994739175,0.4805228798463941,59.99312829378521,12.770783984149787,27.236087722065,0.1862528007104993,0.0365412570536136,0.1022892799973487,0.0076376260258257,0.2942700791358947,0.0063990182243287,0.2181510396301746,0.0268821492791175,,0.0008009631994739174,0.01044860528936677,10.699371816311572,85.59497453049258,13.045050379629854,20260127_161939
8,1024,OK,0.7561811193078757,0.4392191993817687,58.08386220800927,22.500768060780057,19.415369731210664,0.1790073603019118,0.0200508125126361,0.1701465597748756,0.02886782027781,0.2602118390798569,0.0015919466968625,0.1468153601512312,0.0146518507972359,,0.0007561811193078757,0.009864420797496132,10.10116689663604,80.80933517308831,13.045050379629854,20260127_161939
16,1024,OK,0.865402237996459,0.4379731185734272,50.60919643418108,32.508721038080864,16.882082527738053,0.1707782389223575,0.019381633028388,0.2813311994075775,0.0030125840567052,0.2671948796510696,0.0042863977141678,0.1460979200154543,0.0137401670217514,,0.0008654022379964589,0.011289215793308232,11.56015697234763,92.48125577878103,13.045050379629854,20260127_161939
32,1024,OK,1.0924767982587218,0.432954240553081,39.63052041408648,46.57781647380766,13.791663112105866,0.1673267198726535,0.0155614214017987,0.5088518381118774,0.0132894832640886,0.2656275206804275,0.0295194126665592,0.1506707195937633,0.0163687914609909,,0.0010924767982587217,0.014251414871861745,14.593448828786427,116.74759063029141,13.045050379629854,20260127_161939
64,1024,OK,1.5790009552985431,0.4463756798952818,28.26950030634308,61.66998141168983,10.060518281967084,0.1751360004395246,0.0390402302145957,0.9737695956230163,0.034346804022789,0.2712396794557571,0.0093706790357828,0.1588556797802448,0.0529527515172958,,0.001579000955298543,0.020598147011353162,21.092502539625638,168.7400203170051,13.045050379629854,20260127_161939
1,2048,OK,0.8017081584781408,0.4890502393990755,61.00103064030499,14.270090456781094,24.728878902913927,0.1767481601983308,0.0055521982721984,0.1144044794142246,0.0059542250819504,0.3123020792007446,0.0063872900791466,0.1982534396648406,0.0051333275623619,,0.0008017081584781408,0.010458323317107622,10.709323076718205,85.67458461374564,13.045050379629854,20260127_161939
2,2048,OK,0.852755200713873,0.513397760540247,60.20458862173607,13.932439271316122,25.8629721069478,0.1951257605850696,0.0372891053557395,0.1188096004724502,0.0247961953282356,0.3182719999551773,0.0052686901763081,0.2205478397011757,0.0310240425169467,,0.000852755200713873,0.011124234554803842,11.391216184119134,91.12972947295307,13.045050379629854,20260127_161939
4,2048,OK,0.7435711992904543,0.4403193600103259,59.21683901023822,21.90372076775168,18.87944022201011,0.1825273604318499,0.0401985757052898,0.1628697592020034,0.0036394170019775,0.2577919995784759,0.0058217453770339,0.140382080078125,0.014877239242196,,0.0007435711992904543,0.009699923755585767,9.932721925719825,79.4617754057586,13.045050379629854,20260127_161939
8,2048,OK,0.8569932775571942,0.4321299185976386,50.42395663002141,32.97452219965229,16.6015211703263,0.1712351992353797,0.0175835136324167,0.2825894385576248,0.0280074328184127,0.2608947193622589,0.0046394518576562,0.1422739204019308,0.0103082302957773,,0.0008569932775571943,0.01117952048073771,11.447828972275415,91.58263177820332,13.045050379629854,20260127_161939
16,2048,OK,1.105776636712253,0.4449222406372428,40.23617662605953,46.15384143889118,13.60998193504929,0.1725561603531241,0.0163798537105321,0.510358395576477,0.0084812333807349,0.2723660802841186,0.0313918888568878,0.1504960004985332,0.028564479202032,,0.001105776636712253,0.014424911934529,14.771109820957696,118.16887856766157,13.045050379629854,20260127_161939
32,2048,OK,1.5346022399514916,0.432855040282011,28.20633445026729,62.00922003458743,9.784445515145269,0.1688275198638439,0.0155173121020197,0.9515948796272278,0.0211186166852712,0.2640275204181671,0.0111613320186734,0.1501523200422525,0.0158525761216878,,0.0015346022399514915,0.02001896353286003,20.499418657648672,163.99534926118938,13.045050379629854,20260127_161939
64,2048,OK,2.443898238055408,0.4440255988761782,18.168743360995517,75.74511126182556,6.086145377178938,0.1718054397031664,0.0211658049374818,1.851133439540863,0.0548131763935089,0.2722201591730118,0.0105009619146585,0.1487391996383667,0.0115080391988158,,0.002443898238055408,0.03188077563812144,32.64591425343635,261.1673140274908,13.045050379629854,20260127_161939
1,4096,OK,0.7565203192085028,0.4642195180803538,61.36246526280166,14.304821429781368,24.33271330741697,0.1486227200180292,0.0072875572368502,0.1082188807427883,0.0022193926852196,0.3155967980623245,0.0207058936357498,0.1840819203853607,0.0139576354995369,,0.0007565203192085028,0.009868845677288579,10.105697973543505,80.84558378834804,13.045050379629854,20260127_161939
2,4096,OK,0.7613331218063831,0.4433932822197676,58.23906375802316,24.71748495881444,17.04345128316241,0.1638976006954908,0.0297946762293577,0.1881823998689651,0.001785448519513,0.2794956815242767,0.0031062881462275,0.1297574397176504,0.0122838262468576,,0.0007613331218063831,0.00993162892964514,10.169988023956623,81.35990419165299,13.045050379629854,20260127_161939
4,4096,OK,0.8641798381507396,0.4452147181332111,51.51875784164638,33.24241401813402,15.238828140219606,0.163009278923273,0.0137523179873824,0.2872742396593093,0.0036741006188094,0.282205439209938,0.003439926309511,0.1316908803582191,0.0111140320077538,,0.0008641798381507396,0.011273269525736773,11.543827994354455,92.35062395483564,13.045050379629854,20260127_161939
8,4096,OK,1.1070764833688735,0.4426278412342072,39.9816858079466,48.105308912952616,11.91300527910079,0.1580883204936981,0.004570307675749,0.5325625622272492,0.002055016811937,0.284539520740509,0.0222762934863567,0.1318860799074173,0.0048513868823647,,0.0011070764833688736,0.014441868499650408,14.788473343642018,118.30778674913614,13.045050379629854,20260127_161939
16,4096,OK,1.548587527386844,0.4328556825593114,27.951644637725543,62.86845962472478,9.179895737549677,0.1600377609208226,0.0283759217709302,0.973573124408722,0.021719479933381,0.2728179216384888,0.0095190294086933,0.1421587204188108,0.0268952809274196,,0.001548587527386844,0.020201402312027807,20.686235967516474,165.4898877401318,13.045050379629854,20260127_161939
32,4096,OK,2.4220076844468714,0.425239040441811,17.55729526262529,76.4857822754009,5.956922461973803,0.1588473602011799,0.0130713367834687,1.852491524219513,0.0477700494229793,0.2663916802406311,0.0115537587553262,0.1442771197855472,0.0168004985898733,,0.0024220076844468715,0.031595212263460085,32.35349735778313,258.827978862265,13.045050379629854,20260127_161939
64,4096,OK,4.250881307981908,0.4289529598876834,10.090918301629252,86.53960063325353,3.369481065117228,0.1552134401723742,0.0130269937217235,3.678695707321167,0.1023850291967392,0.2737395197153091,0.0110253579914569,0.1432326407730579,0.0170507431030273,,0.004250881307981908,0.05545296082045084,56.78383188014166,454.2706550411333,13.045050379629854,20260127_161939
1,8192,OK,0.7227481619641185,0.4235859216749668,58.60767885231871,24.39577290818821,16.996548239493084,0.14563840046525,0.0052819889970123,0.1763200002908706,0.0039308331906795,0.2779475212097168,0.0014176602708175,0.122842239998281,0.0030068734195083,,0.0007227481619641185,0.009428286184606803,9.654565053037366,77.23652042429893,13.045050379629854,20260127_161939
2,8192,OK,0.8598156790435314,0.4480300790816545,52.10768889211793,32.70669357263098,15.185617535251092,0.1673721594363451,0.026496497914195,0.2812172794342041,0.0024001928977668,0.2806579196453094,0.0015974291600286,0.1305683205276727,0.0139724658802151,,0.0008598156790435314,0.01121633885031852,11.485530982726164,91.88424786180931,13.045050379629854,20260127_161939
4,8192,OK,1.0890272049978376,0.444543360248208,40.8202254459833,47.272780904994256,11.90699364902244,0.1629759994894266,0.0053728027269244,0.5148134446144104,0.0255388393998146,0.2815673607587814,0.0016748837660998,0.1296704001352191,0.0072184326127171,,0.0010890272049978375,0.01420641475398428,14.547368708079903,116.37894966463922,13.045050379629854,20260127_161939
8,8192,OK,1.6044415945559742,0.460056960657239,28.673961222287986,63.095406973860015,8.230631803851995,0.1681926406174898,0.0144140422344207,1.012328953742981,0.0025509090628474,0.2918643200397491,0.0315305814146995,0.132055680155754,0.0057665547356009,,0.0016044415945559742,0.02093002143215634,21.43234194652809,171.45873557222473,13.045050379629854,20260127_161939
16,8192,OK,2.5734425590187318,0.4578912000358105,17.792944257920688,76.71360186886973,5.493453873209572,0.1706515197455883,0.0293329320847988,1.9741804790496824,0.0033568239305168,0.2872396802902222,0.002339550293982,0.141370879933238,0.0122205531224608,,0.002573442559018732,0.03357068783148293,34.37638433943852,275.0110747155082,13.045050379629854,20260127_161939
32,8192,OK,4.292410881742836,0.4257651171088218,9.91902054203976,86.79392789758158,3.2870515603786514,0.1593177595734596,0.0132475784048438,3.725552005767822,0.0952128320932388,0.2664473575353622,0.0114164324477314,0.1410937588661909,0.0083661945536732,,0.004292410881742837,0.05599471620240671,57.33858939126447,458.70871513011576,13.045050379629854,20260127_161939
64,8192,OK,7.746494077779352,0.4222483171150088,5.450831213131871,92.71737030988734,1.8317984769807996,0.1559001607820391,0.0096419211477041,7.182345600128174,0.004163087811321,0.2663481563329696,0.0026127602905035,0.14190016053617,0.0131577746942639,,0.007746494077779352,0.10105340551013596,103.47868724237922,827.8294979390338,13.045050379629854,20260127_161939
1,16384,OK,0.8716947172209621,0.4342591971904039,49.81780761214885,35.29007975924396,14.892112628607174,0.1546924800425768,0.028593910858035,0.3076217609643936,0.022191185504198,0.2795667171478271,0.0024977915454655,0.1298137590661645,0.0290851779282093,,0.0008716947172209621,0.01137130150180465,11.644212737847962,93.1537019027837,13.045050379629854,20260127_161939
2,16384,OK,1.097102723233402,0.4453689590096473,40.59500989087399,47.45975315477094,11.945236954355067,0.1649311992526054,0.0177832692861557,0.5206822443008423,0.0080449050292372,0.2804377597570419,0.0014607338234782,0.1310515199229121,0.0135160209611058,,0.0010971027232334022,0.01431176029620884,14.655242543317852,117.24194034654282,13.045050379629854,20260127_161939
4,16384,OK,1.5885766427963972,0.4533644776791334,28.539037114449112,63.12307371228975,8.337889173261143,0.1681203191727399,0.0073801064863801,1.0027584052085876,0.0029176287353038,0.2852441585063934,0.0275860801339149,0.1324537599086761,0.0082610044628381,,0.0015885766427963972,0.02072306233718226,21.220415833274636,169.7633266661971,13.045050379629854,20260127_161939
8,16384,OK,2.5607782354950905,0.4510815995186568,17.6150200461012,76.7751103307837,5.609869623115102,0.1651500802487135,0.0064607425592839,1.966040315628052,0.010278440080583,0.2859315192699432,0.0191445108503103,0.143656320348382,0.0318211615085601,,0.0025607782354950905,0.033405481093093096,34.20721263932733,273.65770111461865,13.045050379629854,20260127_161939
16,16384,OK,4.434339840076863,0.4568191985413432,10.301853602033011,86.46985795753224,3.2282884404347683,0.1727315197512507,0.0242124740034341,3.834367361068725,0.0808565318584442,0.2840876787900924,0.0082924161106348,0.1431532804667949,0.0127995563670992,,0.004434339840076863,0.05784618661420247,59.23449509294333,473.8759607435466,13.045050379629854,20260127_161939
32,16384,OK,7.725049610696733,0.4138489594683051,5.357233679059564,92.80845111859182,1.8343152023486264,0.1545164802297949,0.0030063784215599,7.169498891830444,0.0030669248662889,0.2593324792385101,0.0007574275950901,0.1417017593979835,0.0088088046759366,,0.007725049610696732,0.10077366135667887,103.19222922923916,825.5378338339133,13.045050379629854,20260127_161939
1,32768,OK,1.083031683191657,0.4018860808759927,37.107509144298376,51.338790007408825,11.553700848292792,0.1491558406502008,0.0043815062381327,0.5560153615474701,0.0013403155608102,0.2527302402257919,0.0007768390933051,0.1251302407681942,0.0041808276437222,,0.001083031683191657,0.014128202869970486,14.467279738849777,115.73823791079822,13.045050379629854,20260127_161939
2,32768,OK,1.630704002380371,0.4463008016347885,27.36859669095767,64.68791881416847,7.9434844948738705,0.1670611208677291,0.0055878814309835,1.0548684811592102,0.0023987293243408,0.2792396807670593,0.0011774530867114,0.1295347195863724,0.0039947535842657,,0.001630704002380371,0.021272615865315984,21.783158646083567,174.26526916866854,13.045050379629854,20260127_161939
4,32768,OK,2.444608001895249,0.4238329610228538,17.337461085550967,77.35646773940591,5.306071175043109,0.1637043204903602,0.0047896238975226,1.891062400341034,0.0345556437969207,0.2601286405324935,0.0085017858073115,0.1297126405313611,0.0039654574356973,,0.002444608001895249,0.0318900345431698,32.655395372205874,261.243162977647,13.045050379629854,20260127_161939
8,32768,OK,4.30745984416455,0.4294265608116984,9.969368870459837,86.97926988737198,3.0513612421681744,0.1612601600214839,0.0053749652579426,3.746597123146057,0.102110244333744,0.2681664007902145,0.0114279771223664,0.1314361602067947,0.0029107751324772,,0.00430745984416455,0.05619103067535912,57.53961541156774,460.3169232925419,13.045050379629854,20260127_161939
16,32768,OK,7.790022392570973,0.4241081604361534,5.444248284069223,92.75803878307497,1.7977129328558228,0.1584358397126198,0.0037413036916404,7.225871992111206,0.0063466005958616,0.2656723207235336,0.0007863071514293,0.1400422400236129,0.0053808698430657,,0.007790022392570973,0.10162123456953304,104.06014419920183,832.4811535936146,13.045050379629854,20260127_161939
1,65536,OK,1.6295475200936198,0.410648320838809,25.2001439525505,66.69171077075075,8.108145276698753,0.1566297601908445,0.0121581004932522,1.0867731189727785,0.0047285296022892,0.2540185606479644,0.0009582976344972,0.1321260802820325,0.0099398074671626,,0.0016295475200936197,0.021257529495622162,21.767710203517094,174.14168162813675,13.045050379629854,20260127_161939
2,65536,OK,2.589019530899823,0.4402073618769645,17.002859832577965,77.30748664317414,5.689653524247866,0.1790822407603264,0.0189944542944431,2.001505928039551,0.0490116700530052,0.2611251211166381,0.0115050012245774,0.1473062409833073,0.0170834846794605,,0.0025890195308998234,0.03377389021443385,34.58446357958026,276.67570863664207,13.045050379629854,20260127_161939
4,65536,OK,4.344246419258416,0.4302169609442353,9.903143593260427,87.08060024915024,3.016256157589344,0.1664518398419022,0.0251964200288057,3.782995858192444,0.1082105487585067,0.2637651211023331,0.0112561713904142,0.1310336001217365,0.0036114573013037,,0.004344246419258416,0.05667091340075263,58.03101532237069,464.24812257896554,13.045050379629854,20260127_161939
8,65536,OK,7.877277443297208,0.4187155200541019,5.315485243069455,92.96331906577512,1.7211956911554225,0.1594323195517063,0.0132730575278401,7.322978563308716,0.0079104295000433,0.2592832005023956,0.0007454372826032,0.1355833599343895,0.0150310881435871,,0.007877277443297208,0.10275948110213394,105.22570864858515,841.8056691886812,13.045050379629854,20260127_161939
1,131072,OK,2.634298239760101,0.4037388805299997,15.326240379174656,79.7590480534408,4.914711567384559,0.1513676802068948,0.0077895047143101,2.101091198921204,0.0197563860565423,0.2523712003231048,0.0009076546411961,0.1294681603088975,0.0045630577951669,,0.002634298239760101,0.03436455325264076,35.18930253070414,281.5144202456331,13.045050379629854,20260127_161939
2,131072,OK,4.541145608648658,0.4233894398808479,9.3234059501307,87.7858204157357,2.890773634133605,0.1620083197951317,0.0045932978391647,3.9864819288253774,0.1235630139708519,0.2613811200857162,0.0122328102588653,0.1312742399424314,0.0025286278687417,,0.004541145608648658,0.05923947324605663,60.661220603961986,485.2897648316959,13.045050379629854,20260127_161939
4,131072,OK,7.967169305644929,0.4140800005197525,5.197328996465118,93.135477105785,1.6671938977499006,0.1580761593580246,0.0049485196359455,7.420261144638061,0.0095653524622321,0.2560038411617279,0.0008362730732187,0.1328281604871153,0.0042726192623376,,0.00796716930564493,0.1039321249751787,106.42649597458299,851.4119677966639,13.045050379629854,20260127_161939
